Date,Store,Temperature,Fuel_Price,Unemployment,IsHoliday,CPI,Sales
2010-04-02,2,63.27,2.719,8.2,False,210.4798874,14.541215786102306
2010-04-09,2,65.41,2.77,8.2,False,210.2831653,14.48574176689723
2010-04-16,2,68.07,2.808,8.2,False,210.1495463,14.444096785135047
2010-04-23,2,65.11,2.795,8.2,False,210.1000648,14.415440378743547
2010-04-30,2,66.98,2.78,8.2,False,210.0505833,14.404657569397566
2010-05-07,2,71.28,2.835,8.2,False,210.0011018,14.52972510981208
2010-05-14,2,73.31,2.854,8.2,False,209.9984585,14.447182446240236
2010-05-21,2,74.83,2.826,8.2,False,210.2768443,14.455751090750134
2010-05-28,2,81.13,2.759,8.2,False,210.5552301,14.48698144090358
2010-06-04,2,81.81,2.705,8.2,False,210.833616,14.558656662325475
2010-06-11,2,83.4,2.668,8.2,False,211.1120018,14.521346277457589
2010-06-18,2,85.81,2.637,8.2,False,211.1096543,14.50947588375212
2010-06-25,2,86.26,2.653,8.2,False,210.9950134,14.478160947859045
2010-07-02,2,82.74,2.669,8.099,False,210.8803726,14.510626119989706
2010-07-09,2,82.59,2.642,8.099,False,210.7657317,14.447262336608109
2010-07-16,2,85.32,2.623,8.099,False,210.7577954,14.42846657274799
2010-07-23,2,87.66,2.608,8.099,False,210.8921319,14.393088462567656
2010-07-30,2,83.49,2.64,8.099,False,211.0264684,14.405653422624093
2010-08-06,2,89.53,2.627,8.099,False,211.1608049,14.504604525342494
2010-08-13,2,89.05,2.692,8.099,False,211.2951413,14.455046522989743
2010-08-20,2,88.7,2.664,8.099,False,211.2596586,14.490664440703824
2010-08-27,2,87.12,2.619,8.099,False,211.2241759,14.438149696531672
2010-09-03,2,81.83,2.577,8.099,False,211.1886931,14.459786818344108
2010-09-10,2,79.09,2.565,8.099,True,211.1532104,14.424802555510142
2010-09-17,2,82.05,2.582,8.099,False,211.1806415,14.399904585485993
2010-09-24,2,81.79,2.624,8.099,False,211.2552578,14.360480891440634
2010-10-01,2,69.24,2.603,8.163,False,211.3298742,14.418426873631565
2010-10-08,2,63.19,2.633,8.163,False,211.4044906,14.430653731287984
2010-10-15,2,65.8,2.72,8.163,False,211.4713286,14.400156456931757
2010-10-22,2,68.5,2.725,8.163,False,211.5187208,14.368215457771381
2010-10-29,2,66.24,2.716,8.163,False,211.5661131,14.404826669333302
2010-11-05,2,57.85,2.689,8.163,False,211.6135053,14.477714604687689
2010-11-12,2,59.69,2.728,8.163,False,211.6608975,14.466174333375335
2010-11-19,2,50.81,2.771,8.163,False,211.5470304,14.486789956964149
2010-11-26,2,62.98,2.735,8.163,True,211.4062867,14.793357351612304
2010-12-03,2,49.33,2.708,8.163,False,211.265543,14.51651740526336
2010-12-10,2,45.5,2.843,8.163,False,211.1247993,14.682075839425144
2010-12-17,2,47.55,2.869,8.163,False,211.0645458,14.774541475453265
2010-12-24,2,49.97,2.886,8.163,False,211.0646599,15.049820797240944
2010-12-31,2,47.3,2.943,8.163,True,211.064774,14.375374629360522
2011-01-07,2,44.69,2.976,8.028,False,211.0648881,14.37971624759491
2011-01-14,2,33.02,2.983,8.028,False,211.1176713,14.371802874997694
2011-01-21,2,41.4,3.016,8.028,False,211.4864691,14.375917404359004
2011-01-28,2,42.83,3.01,8.028,False,211.8552668,14.343412554994279
2011-02-04,2,38.25,2.989,8.028,False,212.2240646,14.472691762562755
2011-02-11,2,33.19,3.022,8.028,True,212.5928624,14.589334834161923
2011-02-18,2,57.83,3.045,8.028,False,212.9033115,14.548303755453796
2011-02-25,2,60.8,3.065,8.028,False,213.190421,14.42174330956225
2011-03-04,2,57.77,3.288,8.028,False,213.4775305,14.499419083269887
2011-03-11,2,52.7,3.459,8.028,False,213.7646401,14.44630738692986
2011-03-18,2,62.32,3.488,8.028,False,214.0156238,14.45870967574886
2011-03-25,2,69.42,3.473,8.028,False,214.2521573,14.384319416978158
2011-04-01,2,55.43,3.524,7.931,False,214.4886908,14.40339241833516
2011-04-08,2,67.0,3.622,7.931,False,214.7252242,14.429372407718402
2011-04-15,2,69.48,3.743,7.931,False,214.9420631,14.434186229529756
2011-04-22,2,69.39,3.807,7.931,False,215.1096657,14.450148789592753
2011-04-29,2,69.21,3.81,7.931,False,215.2772683,14.372577546181885
2011-05-06,2,61.48,3.906,7.931,False,215.4448709,14.424049072710885
2011-05-13,2,74.61,3.899,7.931,False,215.6124735,14.42446768875449
2011-05-20,2,67.14,3.907,7.931,False,215.3834778,14.339221918871639
2011-05-27,2,76.42,3.786,7.931,False,215.1544822,14.402036739902528
2011-06-03,2,83.07,3.699,7.931,False,214.9254865,14.474974892241114
2011-06-10,2,83.4,3.648,7.931,False,214.6964908,14.47259168738811
2011-06-17,2,86.53,3.637,7.931,False,214.6513538,14.485272415932794
2011-06-24,2,85.17,3.594,7.931,False,214.7441108,14.398243250815561
2011-07-01,2,85.69,3.524,7.852,False,214.8368678,14.439437876991262
2011-07-08,2,87.7,3.48,7.852,False,214.9296249,14.432403921845909
2011-07-15,2,89.83,3.575,7.852,False,215.0134426,14.395033892061447
2011-07-22,2,89.34,3.651,7.852,False,215.0749122,14.371586608414427
2011-07-29,2,90.07,3.682,7.852,False,215.1363819,14.334716802024264
2011-08-05,2,93.34,3.684,7.852,False,215.1978515,14.445027743218708
2011-08-12,2,91.58,3.638,7.852,False,215.2593211,14.410365660276472
2011-08-19,2,89.86,3.554,7.852,False,215.3229307,14.427498977878521
2011-08-26,2,90.45,3.523,7.852,False,215.386897,14.414973187169675
2011-09-02,2,89.64,3.533,7.852,False,215.4508632,14.408350931342579
2011-09-09,2,77.97,3.546,7.852,True,215.5148295,14.373983207051095
2011-09-16,2,78.85,3.526,7.852,False,215.6944378,14.341090511316844
2011-09-23,2,75.58,3.467,7.852,False,216.0282356,14.327914803051701
2011-09-30,2,78.14,3.355,7.852,False,216.3620333,14.316524871853233
2011-10-07,2,69.92,3.285,7.441,False,216.6958311,14.423945587197405
2011-10-14,2,71.67,3.274,7.441,False,217.0048261,14.371624329563845
2011-10-21,2,64.53,3.353,7.441,False,217.1650042,14.422380773606195
2011-10-28,2,65.87,3.372,7.441,False,217.3251824,14.386092426616568
2011-11-04,2,55.53,3.332,7.441,False,217.4853605,14.488305989488289
2011-11-11,2,59.33,3.297,7.441,False,217.6455387,14.468213354991626
2011-11-18,2,62.01,3.308,7.441,False,217.8670218,14.458817335547028
2011-11-25,2,56.36,3.236,7.441,True,218.1130269,14.776469561143468
2011-12-02,2,48.74,3.172,7.441,False,218.3590319,14.48587619867052
2011-12-09,2,41.76,3.158,7.441,False,218.605037,14.644302224493618
2011-12-16,2,50.13,3.159,7.441,False,218.8217928,14.70452732161452
2011-12-23,2,46.66,3.112,7.441,False,218.9995495,14.986248078264108
2011-12-30,2,44.57,3.129,7.441,True,219.1773063,14.443706609609098
2012-01-06,2,46.75,3.157,7.057,False,219.355063,14.40303059843637
2012-01-13,2,45.99,3.261,7.057,False,219.5328198,14.372107783191305
2012-01-20,2,51.7,3.268,7.057,False,219.6258417,14.353037960934428
2012-01-27,2,50.5,3.29,7.057,False,219.7188636,14.322873878871153
2012-02-03,2,55.21,3.36,7.057,False,219.8118854,14.475772880185497
2012-02-10,2,46.98,3.409,7.057,True,219.9049073,14.55902888086023
2012-02-17,2,43.82,3.51,7.057,False,220.0651993,14.60246153885393
2012-02-24,2,54.63,3.555,7.057,False,220.275944,14.43705576987295
2012-03-02,2,58.79,3.63,7.057,False,220.4866886,14.484649667331913
2012-03-09,2,57.11,3.669,7.057,False,220.6974332,14.476975236728277
2012-03-16,2,63.68,3.734,7.057,False,220.8498468,14.496626720191383
2012-03-23,2,64.01,3.787,7.057,False,220.9244858,14.397971488507933
2012-03-30,2,66.83,3.845,7.057,False,220.9991248,14.434731740581416
2012-04-06,2,68.43,3.891,6.891,False,221.0737638,14.571179810807113
2012-04-13,2,68.08,3.891,6.891,False,221.1484028,14.47606693089639
2012-04-20,2,65.69,3.877,6.891,False,221.2021074,14.429259733401992
2012-04-27,2,67.2,3.814,6.891,False,221.255812,14.383169960548633
2012-05-04,2,76.73,3.749,6.891,False,221.3095166,14.469894607464282
2012-05-11,2,73.87,3.688,6.891,False,221.3632212,14.466543758708616
2012-05-18,2,71.27,3.63,6.891,False,221.380331,14.509127962951382
2012-05-25,2,78.19,3.561,6.891,False,221.3828029,14.464074037022554
2012-06-01,2,78.38,3.501,6.891,False,221.3852748,14.46266216010999
2012-06-08,2,78.69,3.452,6.891,False,221.3877467,14.513752980702995
2012-06-15,2,80.56,3.393,6.891,False,221.4009901,14.489945909091677
2012-06-22,2,81.04,3.346,6.891,False,221.4411622,14.450887307439917
2012-06-29,2,86.32,3.286,6.891,False,221.4813343,14.447338626855524
2012-07-06,2,84.2,3.227,6.565,False,221.5215064,14.529199014520895
2012-07-13,2,80.17,3.256,6.565,False,221.5616784,14.419867578619693
2012-07-20,2,83.23,3.311,6.565,False,221.5701123,14.414163778521864
2012-07-27,2,86.37,3.407,6.565,False,221.5785461,14.37964405708618
2012-08-03,2,90.22,3.417,6.565,False,221.5869799,14.481340312122105
2012-08-10,2,88.55,3.494,6.565,False,221.5954138,14.439693416629725
2012-08-17,2,84.79,3.571,6.565,False,221.6751459,14.47200205806006
2012-08-24,2,76.91,3.62,6.565,False,221.8083518,14.445072442922795
2012-08-31,2,82.64,3.638,6.565,False,221.9415576,14.48184306720904
2012-09-07,2,87.65,3.73,6.565,True,222.0747635,14.456720589538353
2012-09-14,2,75.88,3.717,6.565,False,222.2174395,14.411489480060402
2012-09-21,2,71.09,3.721,6.565,False,222.4169362,14.419507167817656
2012-09-28,2,79.45,3.666,6.565,False,222.6164329,14.373107486516666
2012-10-05,2,70.27,3.617,6.17,False,222.8159296,14.507817905963558
2012-10-12,2,60.97,3.601,6.17,False,223.0154263,14.45775654094088
2012-10-19,2,68.08,3.594,6.17,False,223.0598077,14.429609341776363
2012-10-26,2,69.79,3.506,6.17,False,223.0783366,14.422259818785752
2010-02-05,3,45.71,2.572,7.368,False,214.4248812,13.04250212993256
2010-02-12,3,47.93,2.548,7.368,True,214.5747916,12.949744104860942
2010-02-19,3,47.07,2.514,7.368,False,214.6198868,12.95191234236
2010-02-26,3,52.05,2.561,7.368,False,214.6475127,12.91707167931422
2010-03-05,3,53.04,2.625,7.368,False,214.6751386,12.936520524116544
2010-03-12,3,63.08,2.667,7.368,False,214.7027646,12.858920325254594
2010-03-19,3,60.42,2.72,7.368,False,214.5301219,12.83555716127839
2010-03-26,3,57.06,2.732,7.368,False,214.3241011,12.79371838383594
2010-04-02,3,65.56,2.719,7.343,False,214.1180803,12.955823197033364
2010-04-09,3,68.0,2.77,7.343,False,213.9120595,12.938128663692199
2010-04-16,3,66.98,2.808,7.343,False,213.7726889,12.779854082361824
2010-04-23,3,67.87,2.795,7.343,False,213.7221852,12.73663221776342
2010-04-30,3,70.24,2.78,7.343,False,213.6716815,12.797321061651441
2010-05-07,3,73.47,2.835,7.343,False,213.6211778,12.897528045836578
2010-05-14,3,77.18,2.854,7.343,False,213.6196139,12.859329532818094
2010-05-21,3,75.81,2.826,7.343,False,213.9116886,12.747708239956276
2010-05-28,3,78.6,2.759,7.343,False,214.2037634,12.765943343830331
2010-06-04,3,78.53,2.705,7.343,False,214.4958382,12.891612967160361
2010-06-11,3,82.1,2.668,7.343,False,214.787913,12.77992120814389
2010-06-18,3,83.52,2.637,7.343,False,214.7858259,12.805120250708468
2010-06-25,3,83.79,2.653,7.343,False,214.6660741,12.786461122312776
2010-07-02,3,82.2,2.669,7.346,False,214.5463222,12.850952790065296
2010-07-09,3,81.75,2.642,7.346,False,214.4265704,12.763440709225085
2010-07-16,3,84.32,2.623,7.346,False,214.4176476,12.773454711987831
2010-07-23,3,83.32,2.608,7.346,False,214.5564968,12.773839381194422
2010-07-30,3,82.04,2.64,7.346,False,214.695346,12.759828583747211
2010-08-06,3,85.13,2.627,7.346,False,214.8341952,12.905787610896086
2010-08-13,3,86.74,2.692,7.346,False,214.9730444,12.735516018430793
2010-08-20,3,88.02,2.664,7.346,False,214.9314191,12.770614025651987
2010-08-27,3,86.15,2.619,7.346,False,214.8897938,12.799769836586085
2010-09-03,3,84.16,2.577,7.346,False,214.8481685,12.811682774594216
2010-09-10,3,80.84,2.565,7.346,True,214.8065431,12.772127571930369
2010-09-17,3,82.36,2.582,7.346,False,214.8322484,12.802336169019462
2010-09-24,3,76.9,2.624,7.346,False,214.9084516,12.781637342196886
2010-10-01,3,73.6,2.603,7.564,False,214.9846548,12.790476093803596
2010-10-08,3,66.99,2.633,7.564,False,215.060858,12.886912779111796
2010-10-15,3,69.71,2.72,7.564,False,215.1293114,12.752992147067866
2010-10-22,3,71.64,2.725,7.564,False,215.17839,12.762529105182434
2010-10-29,3,72.04,2.716,7.564,False,215.2274686,12.761656717008215
2010-11-05,3,62.94,2.689,7.564,False,215.2765472,12.955542407386014
2010-11-12,3,62.79,2.728,7.564,False,215.3256258,12.865236452101566
2010-11-19,3,57.72,2.771,7.564,False,215.2074519,12.828113973830765
2010-11-26,3,68.71,2.735,7.564,True,215.0614025,13.245585531976198
2010-12-03,3,53.76,2.708,7.564,False,214.9153531,13.074056713329885
2010-12-10,3,51.13,2.843,7.564,False,214.7693037,13.05545838905736
2010-12-17,3,52.2,2.869,7.564,False,214.704919,13.118675365039401
2010-12-24,3,57.16,2.886,7.564,False,214.7017828,13.314619439843725
2010-12-31,3,53.2,2.943,7.564,True,214.6986466,12.854948556320387
2011-01-07,3,53.35,2.976,7.551,False,214.6955104,12.843287736477736
2011-01-14,3,44.76,2.983,7.551,False,214.7470729,12.85071500870542
2011-01-21,3,50.74,3.016,7.551,False,215.1268275,12.768190158682728
2011-01-28,3,48.71,3.01,7.551,False,215.5065821,12.80728609964622
2011-02-04,3,45.95,2.989,7.551,False,215.8863367,12.991152786777144
2011-02-11,3,43.57,3.022,7.551,True,216.2660913,12.972763483691187
2011-02-18,3,61.58,3.045,7.551,False,216.5843571,12.977989647063923
2011-02-25,3,67.4,3.065,7.551,False,216.8780275,12.892223382961763
2011-03-04,3,65.11,3.288,7.551,False,217.1716979,12.987881842108612
2011-03-11,3,61.29,3.459,7.551,False,217.4653683,12.91103302468762
2011-03-18,3,69.47,3.488,7.551,False,217.7235226,12.879296442003131
2011-03-25,3,72.94,3.473,7.551,False,217.9674705,12.84972404678287
2011-04-01,3,68.76,3.524,7.574,False,218.2114184,12.833496817056986
2011-04-08,3,72.55,3.622,7.574,False,218.4553663,12.858593932132559
2011-04-15,3,75.88,3.743,7.574,False,218.6788642,12.811073323270683
2011-04-22,3,76.91,3.807,7.574,False,218.851237,12.878660014202024
2011-04-29,3,78.69,3.81,7.574,False,219.0236099,12.814221149532122
2011-05-06,3,69.45,3.906,7.574,False,219.1959827,12.93130485221516
2011-05-13,3,79.87,3.899,7.574,False,219.3683556,12.864402372345543
2011-05-20,3,75.79,3.907,7.574,False,219.127216,12.806564725940262
2011-05-27,3,84.41,3.786,7.574,False,218.8860765,12.819501607430993
2011-06-03,3,84.29,3.699,7.574,False,218.6449369,12.885394292327883
2011-06-10,3,84.84,3.648,7.574,False,218.4037974,12.878095137756244
2011-06-17,3,86.96,3.637,7.574,False,218.3551748,12.907741761033781
2011-06-24,3,84.94,3.594,7.574,False,218.45094,12.862350192980914
2011-07-01,3,85.1,3.524,7.567,False,218.5467052,12.818450888108512
2011-07-08,3,85.38,3.48,7.567,False,218.6424704,12.887011203213941
2011-07-15,3,87.14,3.575,7.567,False,218.7275216,12.830551000308972
2011-07-22,3,86.19,3.651,7.567,False,218.7857881,12.795572758308367
2011-07-29,3,88.07,3.682,7.567,False,218.8440545,12.752404274148189
2011-08-05,3,88.45,3.684,7.567,False,218.9023209,12.923866705927447
2011-08-12,3,88.88,3.638,7.567,False,218.9605873,12.848917750808871
2011-08-19,3,88.44,3.554,7.567,False,219.023271,12.847181280387568
2011-08-26,3,87.67,3.523,7.567,False,219.0866908,12.811392343449572
2011-09-02,3,89.12,3.533,7.567,False,219.1501106,12.837314342132391
2011-09-09,3,81.72,3.546,7.567,True,219.2135305,12.840921766041228
2011-09-16,3,83.63,3.526,7.567,False,219.3972867,12.836358590855104
2011-09-23,3,80.19,3.467,7.567,False,219.7414914,12.8083344274869
2011-09-30,3,82.58,3.355,7.567,False,220.085696,12.81713609736613
2011-10-07,3,75.54,3.285,7.197,False,220.4299007,12.907541107991
2011-10-14,3,73.75,3.274,7.197,False,220.7486167,12.816605775763444
2011-10-21,3,69.03,3.353,7.197,False,220.9144005,12.886581193991024
2011-10-28,3,71.04,3.372,7.197,False,221.0801842,12.87272342640351
